Expl_MeanKL,Expl_StdKL,Expl_MinKL,Expl_MaxKL,Iteration,AverageDiscountedReturn,AverageReturn,ExplainedVariance,NumTrajs,Entropy,Perplexity,StdReturn,MaxReturn,MinReturn,BNN_DynModelSqLossBefore,BNN_DynModelSqLossAfter,AveragePolicyStd,LossAfter,MeanKL,dLoss
0.0,0.0,0.0,0.0,0,17.528284353857092,-25.80795162547822,2.0867751970854442e-12,11,1.4189385332046724,4.132731354122492,198.6133437625345,152.15731402159153,-414.3643687317188,177.82738153903946,35.152607364740355,1.0,-0.0053519234699313115,0.004014599686169075,0.005351923469931449
0.009300544625390364,0.022225387398097,0.00018270781057106355,0.37197875672581304,1,19.821273464021566,52.56316456285332,-0.3778561656516999,11,1.409589073952518,4.0942726150809134,123.94413198812695,120.28264841674746,-333.18023547245014,36.12054286931066,11.229038041524165,0.9906941110500169,-0.005214964452870769,0.004603033749310677,0.005214964452870981
0.0013531844738311565,0.0034912173673915044,3.943153658106425e-05,0.05883471862349945,2,21.008640099083962,62.0051885988219,-0.15172525627573563,11,1.4022043338524082,4.064148840939315,101.41654965998508,150.31098551941923,-241.14831626385902,11.485296242555435,5.723405549015343,0.9834050395957233,-0.007266906789326747,0.0038826512671038854,0.007266906789326449
0.0002103917292522003,0.0003364940257197076,1.0357263149291685e-05,0.004664919604712202,3,23.30837003574384,94.5000540118638,-0.5931183745970154,10,1.4028355103912564,4.066714846054029,19.09828338860077,124.46648953548825,55.27186931831285,5.823696013396286,4.717549531648284,0.9840259377124497,-3.388412143224384e-05,0.0008323325645923179,3.388412143221715e-05
0.00015985795286159132,0.0002694639755350212,7.391132434018107e-06,0.006140102000849707,4,20.153976530057506,85.75318275442605,0.2814533024999767,10,1.4038358006036074,4.07078477632731,27.752881073125153,138.47063437408238,40.483781030884,4.825941694852398,4.676660392822434,0.9850107416894182,-0.0002593631513248433,0.002853297113748866,0.00025936315132478655
0.00017128399210127163,0.00031486918059470635,8.183340632675876e-06,0.006150085312989483,5,25.56649842021276,84.03991805374896,0.34082310201706356,10,1.3969547581106738,4.042869685908786,13.071681609633986,107.18264328404867,69.08814508571704,4.796063207229006,4.767867551616676,0.9782561070358304,-0.002043642879746492,0.0021321721962170937,0.0020436428797465963
0.00014840686039116612,0.0002648238219741961,6.938830776191741e-06,0.004237715974553352,6,26.26210688549031,92.89632539677073,0.3161590933867995,10,1.391058715139653,4.0191028864010585,18.267910645925607,126.2174978687588,58.720296225411495,4.781209741265418,4.654742936257519,0.9725052373394439,-0.004266645728636635,0.0030939955613576197,0.004266645728636448
0.00019394034498370673,0.0003758557574435302,9.219372083834026e-06,0.005722727825675425,7,33.043365827226836,65.13538817132824,0.04252185470557435,11,1.3948888406676736,4.0345260724807055,93.88279469340121,156.92826889708908,-177.25302504625168,4.7869247665064325,4.712890528020838,0.9762371968495299,-0.005055520034201354,0.002414138876881947,0.005055520034201467
0.0001761132867569904,0.00032959026606928904,8.417539154032456e-06,0.005874562550714582,8,27.937124364315935,104.7892096223045,-6.973555560136952,10,1.391255924538058,4.019895569423116,27.249580662644473,147.1978069488592,61.674090585117405,4.681739631379665,4.7842011362890835,0.9726970434246057,-0.0022609453741546264,0.004925279714310513,0.002260945374154472
0.00014738589339846001,0.0002770012712090062,9.693625402938926e-06,0.004542008295648316,9,21.86076091045421,112.37215286745766,0.09563341795878388,10,1.3945193876288025,4.03303577987634,27.867214644774517,164.07678705887494,81.04588367064731,4.718990367116413,4.724154946729051,0.975876589668306,-0.001108831774769313,0.0029989705829893457,0.0011088317747691345
0.00012857062671430504,0.0002052924572986476,6.764737130983848e-06,0.0046800417744134746,10,23.814279485070948,99.89577058724242,0.2185014881688634,10,1.389231155949506,4.011764445744717,20.426842644620073,138.83633271549928,68.45301797635729,4.713864157450601,4.785142266630726,0.970729549536989,-0.0030582102683283353,0.003799714224925657,0.003058210268328013
0.00014520693508301394,0.00022440220948227908,9.028421117918161e-06,0.0033647685708168545,11,23.77134184829178,90.14250408094077,0.24040016251615282,10,1.3884641436474097,4.008688552836366,16.13555551238972,114.05142432521093,67.83701273381496,4.725801553954381,4.759554901818668,0.9699852735014123,-0.0022333184568441708,0.0023946780766258714,0.0022333184568442063
0.00014265518871556373,0.00023598072042863117,8.935016417762816e-06,0.003731805516306187,12,24.452694259392377,101.15914265531536,0.3271375064181383,10,1.3943748241639646,4.032452792390547,17.25735223056265,132.32758321408258,73.16238291779594,4.738711892661416,4.703118508948884,0.9757355237639839,-0.0031965949025499446,0.0022057688694393724,0.0031965949025498214
0.00016871175617202587,0.0002563931902642331,7.003242965794141e-06,0.0038457625802015057,13,25.518365174510578,48.1395290637849,-0.021025440734766754,11,1.386070832520747,3.9991059855260493,139.54039425357232,182.25064656651335,-332.51631368153113,4.743302064151733,4.75274233909252,0.9676665727465805,-0.004571827344989438,0.002286967586153226,0.004571827344989096
0.00017378868816259413,0.00031978755207602366,7.544013286748899e-06,0.005483245688974583,14,25.679301464227603,36.64720646319094,0.06752405429691632,11,1.3843317809238338,3.9921573776207553,176.84551268933785,187.60505831486498,-350.9741697675033,4.773810330041031,4.756672272588797,0.9659852130573375,-0.00771415159320515,0.004154668542062727,0.007714151593205044
0.00013895308141501414,0.00023988203556298302,8.034523617137054e-06,0.0032608761542767396,15,23.6861649956403,80.5235141951469,0.11908386108877633,11,1.381632434658364,3.981395693802376,127.52029172202647,184.99813360557204,-313.60885621951803,4.843600643208371,4.696401830731435,0.9633812006267584,-0.007730003981436212,0.0025592481814859552,0.007730003981436177
0.00014718105933825428,0.0002632873333990991,7.356689093529184e-06,0.0037900239677765408,16,22.237292891689314,107.96260163613806,-5.589343543431922,10,1.3814325609097913,3.9805999968426207,31.257350480343,175.28910729479938,54.95444604966117,4.669947023269104,4.737955289560162,0.9631886652569086,-0.004845455592609865,0.003645000975436644,0.004845455592609918
0.00014310835775839696,0.00026531609017290043,7.358324782030701e-06,0.005165944855488435,17,29.25085263715214,124.09059695208498,0.2800758342350419,10,1.3610325593763337,3.900218430455536,23.41312607657978,170.09919424294196,87.93391932089867,4.723179299703866,4.744956293346253,0.9437386794002417,-0.0036809321245865993,0.0026913540769331664,0.0036809321245868084
0.0001471059193737504,0.0002806462928442829,8.67589143931202e-06,0.005019988123175764,18,31.1361507550032,128.54774147754483,0.4332194758403859,10,1.3705765954850515,3.9376204552173024,33.0272484190376,204.92606606910286,81.41870670214772,4.759224087300169,4.762313101527343,0.9527888744303298,-0.003162246077219084,0.003230335303057739,0.0031622460772189284
0.00014209000750839822,0.00026644060466051063,4.10959246708175e-06,0.004355798967163355,19,22.746486490199704,130.00012418772272,0.30532065862727176,10,1.3690495715508144,3.931612203078158,27.95466802419286,181.2886484229013,88.20699971666637,4.702609961444009,4.728198375617279,0.9513350533071274,-0.00567041223456959,0.004288590985792403,0.005670412234569714
